cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"17825","0","472250","0","Boelus State Bank","Boelus","NE","68820","3/31/2019","5/19/2019","NM","523 Delaware Street","","1","0","0","2","0","Howard","24260","Grand Island, NE","1/1/1900","1/1/1958","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://boelusstatebank.com","4","15644","7587","6288","685","60","7195","208","0","5","0","0","112","15644","13222","13189","10588","13189","100","0","0","0","0","33","2422","2422","0","75","775","1572","0","10","0","95","14228","317","15162","15162","8929","15114","0","0","0","0","0","11","0","0","0","2422","113","0","0"
"29941","4393","927479","0","Bogota Savings Bank","Teaneck","NJ","7666","3/31/2019","5/19/2019","SB","819 Teaneck Road","","4","0","0","5","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1893","9/16/1937","12/6/2018","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","http://www.bogotasavingsbank.com","45","655750","23066","17888","77202","2410","523672","2016","0","4259","0","37","25104","655750","582897","515923","496928","515923","86.4944805263984","3000","0","60568","0","3406","72853","72853","0","0","0","72853","0","376","0","2056","621172","489454","660776.5","660776.5","414883","664687","17105","14335","0","2770","126383","803","60568","0","54072","73157","2016","54072","0"
"30052","4639","797775","2835514","Boiling Springs Savings Bank","Rutherford","NJ","7070","3/31/2019","5/19/2019","SB","25 Orient Way","BOILING SPRINGS, MHC","17","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","4/10/1939","4/10/1939","5/31/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","http://WWW.BSSBANK.com","196","1687122","37826","32981","125714","0","1458724","13300","0","31915","1239","2360","29344","1687122","1464397","1250385","1229958","1250385","89.7244647034127","0","0","206800","0","7212","222725","222725","0","200","0","222525","0","4486","0","5550","1617419","1372068","1690164","1690164","1079643","1680531","5752","0","5752","0","130523","120","206800","0","108229","220002","13300","108229","0"
"4214","9656","339858","1883693","BOKF, National Association","Tulsa","OK","74172","3/31/2019","5/19/2019","N","One Williams Center","BOK FINANCIAL CORPORATION","139","0","1","4","0","Tulsa","46140","Tulsa, OK","2/10/1910","1/1/1934","3/25/2019","Stock","0","1","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","0","www.bokfinancial.com","4979","39778824","1401854","558880","9362143","4976","21668770","205340","2870885","415887","10966","1362892","2680451","39778824","35452391","25586946","24033048","25586946","47.688589623569","1313822","203001","7417402","65228","865992","4326433","4326433","0","82517","2384734","1859182","0","253162","110360","116805","34334432","10689925","39158271","39158271","31309994","38909415","384174","83377","296714","4083","9570187","462730","7300000","155679","15170987","3238040","272389","15170987","83336487"
"1373","0","684455","3203138","BOM Bank","Natchitoches","LA","71457","3/31/2019","5/19/2019","NM","814 Washington Street","GRANT BANCSHARES, INC.","14","0","0","4","1","Natchitoches","","","10/5/1903","1/1/1934","3/1/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.bofm.com","122","428699","12148","3276","18347","2725","360927","2100","0","19433","95","1429","13595","428699","386663","385010","318079","385010","70.7088830437752","0","0","0","0","1653","42036","42036","0","35","27473","14528","0","2315","0","2006","385275","66994","427354.5","427354.5","341198","427893","2968","2553","0","415","15269","1752","0","6438","54543","40190","2100","54543","1188"
"10993","0","107758","0","Bonanza Valley State Bank","Brooten","MN","56316","3/31/2019","5/19/2019","NM","1st St. & Central Ave.","","1","0","0","2","1","Stearns","41060","St. Cloud, MN","2/22/1894","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.bvsb.bank","11","64309","3096","1012","4718","0","53762","483","0","274","110","0","2349","64309","58641","55351","55101","55351","73.4849032071656","0","0","3072","0","218","5668","5668","0","100","4900","668","0","299","0","561","59492","13143","63836.5","63836.5","53279","63777","1406","1406","0","0","4210","552","3072","0","5363","5612","483","5363","0"
"11235","13510","35646","1839252","Bonduel State Bank","Bonduel","WI","54107","3/31/2019","5/19/2019","NM","130 North Cecil Street","BONDUEL BANCORP, INC.","1","0","0","7","0","Shawano","","","9/21/1906","1/1/1934","7/23/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.bonduelbank.com","9","61688","10764","5240","23601","398","23681","243","0","139","0","0","3105","61688","48593","48083","37478","48083","83.5725412815453","0","0","0","0","510","13095","13095","0","250","1900","10945","0","260","0","294","52920","9215","61092","61092","31063","60498","2638","1905","0","733","2330","0","0","0","1889","13099","243","1889","0"
"33552","15832","745347","1202258","Boone Bank & Trust Co.","Boone","IA","50036","3/31/2019","5/19/2019","NM","716 Eighth Street","AMES NATIONAL CORPORATION","2","0","0","2","0","Boone","","","1/16/1992","1/16/1992","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","https://www.boonebankiowa.com","23","141327","14388","13142","56080","2500","65301","883","0","889","0","0","2169","141327","126674","116278","104515","116278","67.1538051789611","9929","0","0","0","467","14653","14653","0","1500","3500","9653","0","76","0","1388","137023","30531","133481.5","133481.5","94715","128948","0","0","0","0","19871","65","0","0","20818","14688","939","20818","190"
"30128","4807","991078","0","Boonville Federal Savings Bank","Boonville","IN","47601","3/31/2019","5/19/2019","SB","123 N Third Street","","1","0","0","5","0","Warrick","21780","Evansville, IN-KY","1/1/1917","6/13/1949","6/27/2017","Non-Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","www.boonvillefederal.com","13","52039","10459","9353","5297","0","33725","121","0","458","171","0","1929","52039","47177","35541","30880","35541","92.8087105759221","0","0","11276","0","360","4862","4862","0","0","0","4862","0","52","0","196","48375","28102","51431","51431","26166","53147","1043","1043","0","0","3458","658","11276","0","1852","4815","1","1852","0"
"15684","15593","977951","2238544","Border State Bank","Greenbush","MN","56726","3/31/2019","5/19/2019","NM","133 Main Street North","BORDER BANCSHARES, INC.","10","0","0","4","1","Roseau","","","8/9/1935","9/9/1939","10/15/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.borderstatebank.com","140","593815","22212","12909","92097","0","447096","5081","0","8214","1761","3946","18489","593815","534337","513984","402814","513984","86.1150672368669","5362","0","12500","0","2491","59478","59478","0","1000","43975","14503","0","2830","0","4049","552102","122595","593739","593739","465916","590334","10945","10945","0","0","40525","3760","12500","0","50944","56578","5151","50944","1438"
"24811","9312","964700","1248078","Boston Private Bank & Trust Company","Boston","MA","2109","3/31/2019","5/19/2019","SM","Ten Post Office Square","BOSTON PRIVATE FINANCIAL HOLDINGS, INC.","23","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","11/21/1983","11/21/1983","7/27/2017","Stock","0","1","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","0","http://www.bostonprivate.com","696","8481972","92906","17799","1039540","0","6853434","73814","23609","113275","0","46332","312876","8481972","7684254","6831835","4811285","6831835","25.4245092204067","58329","24296","714029","0","55765","797718","797718","0","6815","465984","324919","0","12019","0","25935","7910773","3413304","8451933","8451933","6262406","8384404","109358","50108","38016","21234","1009085","0","615070","280","1608554","758736","75011","1608554","1589162"
"18342","0","972406","0","Boston Trust & Investment Management Company","Boston","MA","2108","3/31/2019","5/19/2019","NM","1 Beacon Street, 33rd Floor","","1","0","0","7","1","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","12/14/1960","12/14/1960","9/7/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.bostontrust.com","63","44059","2986","10","2307","0","44","6","0","314","0","28517","9891","44059","6326","500","500","500","49.4071146245059","0","0","31","0","5795","37733","37733","0","1000","32050","4683","0","0","0","3","2361","432","45859","45859","11212","18858","0","0","0","0","500","0","0","0","0","10281","6","0","0"
"35172","0","2749059","0","Boundary Waters Bank","Ely","MN","55731","3/31/2019","5/19/2019","NM","601 East Sheridan Street","","3","0","0","4","0","Saint Louis","20260","Duluth, MN-WI","4/1/1999","4/1/1999","3/1/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.mybwbank.com","22","108315","9469","8916","4011","0","91585","715","0","329","261","209","2451","108315","94951","76015","61272","76015","94.5260259604038","0","0","18300","0","636","13364","13364","0","1653","8875","2836","0","2333","0","373","104512","19866","109679.5","109679.5","96671","102647","0","0","0","0","18694","226","18300","0","19716","12646","715","19716","0"
"31443","6979","416973","0","Brainerd Savings and Loan Association, A Federal Association","Brainerd","MN","56401","3/31/2019","5/19/2019","SA","524 S 6th Street","","2","0","0","5","0","Crow Wing","","","1/1/1922","6/29/1965","3/12/2018","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.brainerdsavings.com","19","68007","2921","1326","7308","2202","49533","400","0","1865","1452","0","2726","68007","63054","53118","49363","53118","94.913853033463","0","0","9340","0","596","4953","4953","0","0","0","4953","0","678","0","253","60369","36736","67805","67805","42698","67061","1155","1155","0","0","2585","57","9340","0","6688","5087","400","6688","0"
"9846","12045","852320","1074156","Branch Banking and Trust Company","Winston Salem","NC","27101","3/31/2019","5/19/2019","NM","200 W 2nd St","BB&T CORPORATION","1876","1","1","4","0","Forsyth","49180","Winston-Salem, NC","1/1/1872","1/1/1934","4/1/2016","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","0","www.BBT.com","32880","219793000","2542000","707000","46702000","0","143115000","1289000","242000","2862000","53000","11351000","12926000","219793000","191053000","168312000","115052000","168312000","57.2771184021162","1744000","92000","14241000","2114000","4550000","28740000","28680000","0","24000","20851000","7805000","60000","885000","371000","540000","190524000","84425000","219432000","219432000","177224760","210499000","4652000","2886000","1394000","372000","12777000","184000","4471000","834000","73925000","19977000","3485000","73925000","60681000"
"5676","9714","760331","1082375","BRANNEN BANK","Inverness","FL","34450","3/31/2019","5/19/2019","NM","320 Highway 41 South","BRANNEN BANKS OF FLORIDA, INC.","12","0","0","5","1","Citrus","26140","Homosassa Springs, FL","7/1/1926","1/1/1934","2/2/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","www.brannenbanks.com","95","526844","74154","68381","140741","0","303738","3175","0","4532","1303","0","2376","526844","492437","491944","346718","491944","84.9764323041056","0","0","0","0","493","34407","34407","0","1440","24096","8871","0","2021","0","1359","512860","268208","525629.5","525629.5","239247","525106","0","0","0","0","18018","2666","0","0","37281","34853","2992","37281","0"
"35420","0","2861317","2861812","Branson Bank","Branson","MO","65616","3/31/2019","5/19/2019","NM","1501 State Highway 248","BRANSON BANCSHARES, INC","4","0","0","4","0","Taney","","","3/22/2000","3/22/2000","2/8/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.bransonbank.com","65","222534","4472","1314","10960","21892","170152","2209","0","7893","312","174","6679","222534","200448","191665","136620","191665","74.9014310747664","0","0","7750","0","1033","22086","22086","0","1607","7224","13255","0","143","0","549","204318","38503","216869","216869","172142","217999","4592","4281","0","311","20136","7885","7750","0","21384","21913","2152","21384","0"
"16386","14591","411231","1084025","Brantley Bank and Trust Company","Brantley","AL","36009","3/31/2019","5/19/2019","NM","9402 North Main Street","BRANTLEY BANCORP, INC.","2","0","0","4","0","Crenshaw","","","3/6/1946","3/6/1946","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","http://www.brantleybank.com","19","68229","2561","0","33943","2081","28520","493","0","260","0","0","864","68229","57802","57235","39076","57235","84.9559067493233","0","0","0","0","567","10427","10427","0","200","500","9727","0","10","0","389","64544","23724","69730","69730","39822","69108","0","0","0","0","721","915","0","0","4823","10452","493","4823","0"
"24038","0","863362","3530218","Brazos National Bank","Richwood","TX","77531","3/31/2019","5/19/2019","N","2300 Brazosport Blvd","GULFPORT BANCSHARES OF DELAWARE, INC.","1","0","0","5","0","Brazoria","26420","Houston-The Woodlands-Sugar Land, TX","8/2/1982","8/2/1982","6/15/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.brazosbank.com","42","32201","3619","3249","0","0","25521","186","0","1156","0","1213","692","32200","23579","15425","8146","15425","98.4900524917374","0","0","8000","0","154","8621","8621","0","750","2856","5015","0","0","0","110","28770","368","29439.5","29439.5","16539","27040","0","0","0","0","8000","9","8000","6141","1054","7408","186","1054","36392"
"5792","0","856542","3943528","Breda Savings Bank","Breda","IA","51436","3/31/2019","5/19/2019","NM","103 Main Street","VAN FINANCIAL CORPORATION","1","0","0","2","0","Carroll","","","1/1/1890","1/1/1934","5/14/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.bredasavingsbank.com","7","58608","1520","1401","20651","0","34095","406","0","162","0","0","2180","58608","51640","39120","29508","39120","84.3446075303127","0","0","11771","0","749","6968","6968","0","58","1150","5760","0","0","0","512","56147","15534","60397","60397","39462","61333","748","748","0","0","9313","444","11771","0","9403","7408","406","9403","0"
"12923","12109","800657","1121340","Bremer Bank, National Association","Saint Paul","MN","55102","3/31/2019","5/19/2019","N","372 Saint Peter Street","OTTO BREMER TRUST","85","0","1","4","0","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","11/19/1932","1/1/1934","1/1/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.bremer.com","1613","12559980","187224","78550","3472736","35","8224452","108703","34288","102075","2221","122737","414212","12559980","11381129","10480212","7599766","10480212","65.5043519124871","204321","29815","580654","0","86127","1178851","1178851","0","4608","439188","735055","0","72553","11531","60951","11775773","3618592","12341249.5","12341249.5","9489614","12306921","162296","11340","150956","0","1187518","535","550000","16631","2431543","1138598","117435","2431543","2357341"
